id,asset,w,h,url
spec-22b0e974-49209,art/22b0e974-49209/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/22b0e974-49209/cover.webp
spec-22cbac47-50463,art/22cbac47-50463/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/22cbac47-50463/cover.webp
spec-234ca741-49801,art/234ca741-49801/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/234ca741-49801/cover.webp
spec-23fcc4f6-51184,art/23fcc4f6-51184/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/23fcc4f6-51184/cover.webp
spec-25111125-49545,art/25111125-49545/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/25111125-49545/cover.webp
spec-2558db33-51195,art/2558db33-51195/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2558db33-51195/cover.webp
spec-255b8380-54479,art/255b8380-54479/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/255b8380-54479/cover.webp
spec-257093ff-54175,art/257093ff-54175/cover.webp,582,1280,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/257093ff-54175/cover.webp
spec-25dc1ebc-50085,art/25dc1ebc-50085/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/25dc1ebc-50085/cover.webp
spec-261b84f3-49101,art/261b84f3-49101/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/261b84f3-49101/cover.webp
spec-26577c62-54486,art/26577c62-54486/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/26577c62-54486/cover.webp
spec-26a108a4-50127,art/26a108a4-50127/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/26a108a4-50127/cover.webp
spec-26f65c50-49212,art/26f65c50-49212/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/26f65c50-49212/cover.webp
spec-2724c970-49535,art/2724c970-49535/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2724c970-49535/cover.webp
spec-273daa28-49281,art/273daa28-49281/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/273daa28-49281/cover.webp
spec-2775360c-49817,art/2775360c-49817/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2775360c-49817/cover.webp
spec-279809d5-51875,art/279809d5-51875/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/279809d5-51875/cover.webp
spec-27d1f54c-48899,art/27d1f54c-48899/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/27d1f54c-48899/cover.webp
spec-28006715-51316,art/28006715-51316/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/28006715-51316/cover.webp
spec-28241a53-51186,art/28241a53-51186/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/28241a53-51186/cover.webp
spec-2860b8cd-48895,art/2860b8cd-48895/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2860b8cd-48895/cover.webp
spec-288139b4-48741,art/288139b4-48741/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/288139b4-48741/cover.webp
spec-2908dde6-49653,art/2908dde6-49653/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2908dde6-49653/cover.webp
spec-29b36a7d-50126,art/29b36a7d-50126/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/29b36a7d-50126/cover.webp
spec-29ea1ef3-49277,art/29ea1ef3-49277/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/29ea1ef3-49277/cover.webp
spec-2a7e2432-50257,art/2a7e2432-50257/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2a7e2432-50257/cover.webp
spec-2aec6160-51000,art/2aec6160-51000/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2aec6160-51000/cover.webp
spec-2b0593bf-50851,art/2b0593bf-50851/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2b0593bf-50851/cover.webp
spec-2b2ee36d-54480,art/2b2ee36d-54480/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2b2ee36d-54480/cover.webp
spec-2b5ffdd7-52173,art/2b5ffdd7-52173/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2b5ffdd7-52173/cover.webp
spec-2c0141fc-49223,art/2c0141fc-49223/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2c0141fc-49223/cover.webp
spec-2c606759-49343,art/2c606759-49343/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2c606759-49343/cover.webp
spec-2cb8d1e2-54462,art/2cb8d1e2-54462/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2cb8d1e2-54462/cover.webp
spec-2cd8cdd7-49831,art/2cd8cdd7-49831/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2cd8cdd7-49831/cover.webp
spec-2d1436ce-49279,art/2d1436ce-49279/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2d1436ce-49279/cover.webp
spec-2d1ebf70-50959,art/2d1ebf70-50959/cover.webp,1080,2376,https://pub-2b4562c758ed440ab047fe9523a2d99c.r2.dev/kodex-content/art/2d1ebf70-50959/cover.webp
